company,date,IQ_TOTAL_REV_target,IQ_TOTAL_REV_OLS
IQ700448,2015-09-30,3.1482419999999998,5.915264495685478
IQ734865,2017-03-31,993.34625,954.6011826354373
IQ736446,2014-03-31,7.332437000000001,10.625666605244252
IQ7406282,2013-12-31,1.0559359999999998,3.8999812439116064
IQ760034,2018-06-30,67.39166999999999,46.74026446439932
IQ765553,2018-06-30,7.459582000000003,6.723694450076485
IQ7658686,2018-03-31,6.720028,9.441407025138565
IQ76643512,2016-09-30,3.0018250000000006,5.937785682832105
IQ7686837,2012-09-30,28.459114000000003,27.27011524463103
IQ7686901,2017-03-31,4.9787349999999995,7.918944885808515
IQ7687618,2013-06-30,35.73684,41.339647968610386
IQ771431,2018-09-30,562.4056400000001,576.0977691967299
IQ775042,2018-06-30,0.8875689999999998,3.5649834480460787
IQ7756191,2016-12-31,17.172604,23.010301017068567
IQ779116,2014-12-31,0.2454119999999997,3.0591894235829766
IQ784187,2015-12-31,8.175055,13.337270951743026
IQ786673,2014-12-31,1.4341599999999997,4.194624033329925
IQ7885356,2014-12-31,4.837321,8.553751467443172
IQ789331,2018-06-30,1.3106729999999993,4.068368707313626
IQ789654,2017-06-30,22.49176,29.123388897950488
IQ79145268,2018-06-30,8.282051000000001,10.876230766067012
IQ79707758,2015-10-31,0.08249999999999974,2.9031046135871343
IQ8081296,2014-09-30,259.08322000000004,220.65973083304374
IQ8087519,2013-03-31,6.1745090000000005,10.65297885036512
IQ809542,2013-12-31,17.98238,20.294701928312424
IQ8100675,2017-09-30,61.04758,76.9586300311982
IQ8121889,2013-06-30,21.641212000000003,28.809801719768384
IQ825552,2018-03-31,0.6383889999999999,3.5183557784172024
IQ827366,2012-03-31,0.32549999999999985,3.183896437587554
IQ8292723,2018-09-30,2.2597739999999997,5.141004661554634
IQ84155935,2014-12-31,3.5501540000000005,7.665309492542314
IQ849883,2016-06-30,0.8261030000000004,4.62280148289065
IQ850025,2014-12-31,2.162832,5.50413697325855
IQ8515825,2018-09-30,31.8765,35.1297830373559
IQ874491,2014-09-30,680.75555,704.8641568646545
IQ874709,2018-09-30,539.0039,506.2328005552389
IQ875519,2017-12-31,294.5379,286.98009278581895
IQ875980,2014-03-31,4443.244000000001,4651.208502940794
IQ876030,2018-06-30,67.3795,61.01389071422448
IQ876847,2016-09-30,434.7581,454.113710590064
IQ876863,2018-09-30,777.9030000000001,572.8189958642258
IQ877135,2018-09-30,145.38911000000002,149.09892994828365
IQ877290,2018-07-31,76.25,82.8208753840813
IQ878918,2018-06-30,87.06705500000001,85.45676851478375
IQ879382,2017-06-30,239.00897,256.98766554673807
IQ879424,2018-09-30,181.41523999999998,188.9421367220998
IQ879555,2015-06-30,5118.3516,5086.869167814089
IQ879592,2018-09-30,166.29065,169.6133566500767
IQ879839,2012-04-30,159.1714,291.48328944608636
IQ881330,2018-06-30,273.83902,316.92833991350903
IQ881428,2016-09-30,10.632722,13.888650674745529
IQ881470,2017-12-31,320.28213999999997,335.0495481121619
IQ881495,2018-09-30,312.98427999999996,339.67539568688466
IQ881615,2012-06-30,5.727499999999999,9.290835700172739
IQ881750,2012-06-30,0.17333799999999985,3.2400637192946786
IQ881826,2012-06-30,13.9115,15.732298572057077
IQ881966,2012-12-31,0.24206600000000014,10.85749390330897
IQ882086,2012-09-30,6.283508,8.815464837743177
IQ882368,2014-03-31,326.3238,357.86312403568553
IQ882593,2012-12-31,28.611422,30.736547344177154
IQ882787,2018-03-31,41.13585700000001,44.692648474140015
IQ883218,2015-12-31,45.07158,44.53567613657265
IQ883811,2015-03-31,298.17245,318.906252279786
IQ884200,2012-06-30,356.24246,377.7058674803633
IQ8863787,2013-12-31,3.223759999999999,6.457503550961836
IQ8952281,2018-09-30,11.093,14.20423390219731
IQ915717,2018-09-30,383.52966000000004,321.3483529034083
IQ915825,2012-09-30,7.806997,15.183084693649072
IQ9220630,2012-09-30,75.722984,72.69099441049143
IQ9412803,2013-09-30,22.556135,26.994156474492996
IQ9560513,2018-09-30,62.35,67.43641332605056
IQ9683234,2012-12-31,1.1607419999999995,4.225993456399148
IQ969333,2013-09-30,64.10253,69.59142680070038
IQ97461,2018-09-30,966.6394999999999,983.6306603742581
IQ9817151,2012-12-31,330.1319,316.64055153208125
IQ9950803,2013-03-31,1.7815099999999995,4.611665955737534
IQ99552165,2018-09-30,42.761,46.29982327411792
IQ99715630,2014-03-31,4.134451,7.157544435563659
IQ997213,2018-06-30,195.47438,200.75917879535683
